obj_id,amount,currency,sender,recipient,type,timestamp
9f2af444-b376-46cb-8d75-f6b74e45b532,1103.3396956402996,GBP,44943fd7-30ae-48df-8cc9-e0851c3b85a0,08cd4147-2877-4401-8679-e7c55440759b,TRANSFER,2021-12-13 18:26:29
2c4f57cc-5432-4974-b73e-d7a93f97d510,2987.459785330753,GBP,216b57e3-d020-43d8-bec9-9e05ea15c968,92dd0560-9fe1-47b4-b8ee-446ea5d1e3e7,TRANSFER,2017-12-23 00:58:56
c96df8d4-6b06-49e2-97c8-ed3aa4f2ce1d,901.9466368619804,GBP,26921fd1-4095-4a1d-9cf0-62a0749ac8d2,18606333-357d-4946-9b79-b8bfac7276ce,TRANSFER,2022-02-11 22:25:37
966b734a-caa2-4709-a3a3-5f7d21a6dffd,45099.5070614874,GBP,9f0da921-37e9-4db9-a994-2315feba1289,ad33e008-d2fa-47c6-9c82-0f80e495634c,TRANSFER,2022-02-07 13:08:44
ec70033e-0b0f-495b-8f53-dd7e952b6aeb,301.80218458388185,GBP,170aa7ae-a151-4ddd-8e3a-83e3b20ac7dc,44943fd7-30ae-48df-8cc9-e0851c3b85a0,TRANSFER,2018-10-06 09:08:35
616340c4-f311-4a25-b38d-28a3994070e5,344.91804142800333,GBP,1bdd38e0-1ab8-49a5-b42d-360201a05ffc,4ce434b9-525c-42a9-a441-9ac882ef9e74,TRANSFER,2016-06-26 03:35:47
19ea5ab5-8fbe-46da-91c9-3c1939565717,2894.8704221960743,GBP,c067dbcd-7bd4-416d-bfb9-f8dbaef87260,7b5d1e40-7440-4e06-b5ca-d778cd1e8408,TRANSFER,2016-11-19 07:13:34
3ed18b42-c2b2-4aa3-9604-5b96c0ed0021,39306.521823021765,GBP,514449e3-c84c-4d3a-863d-4d85c63597b1,18606333-357d-4946-9b79-b8bfac7276ce,TRANSFER,2021-12-10 03:30:09
31b95639-0746-4735-9839-fae088bc0bc2,1793.6544566046223,GBP,ddd14438-a7d3-4dea-8c2c-d5d576d95e70,9f0da921-37e9-4db9-a994-2315feba1289,TRANSFER,2018-03-02 16:00:30
65d5b336-2b3b-496d-99ab-b59985421069,238.83237358433666,GBP,44943fd7-30ae-48df-8cc9-e0851c3b85a0,53736452-7cbb-45b2-938a-c8816a9ea10c,TRANSFER,2021-03-15 22:24:06
25b4a868-e667-40c6-b26b-0d090c786467,27962.13152296926,GBP,18606333-357d-4946-9b79-b8bfac7276ce,005330b4-ca09-4955-b31f-ca28aa46a2d1,TRANSFER,2022-01-01 03:25:24
f942b9d9-a6d3-41fe-9be0-f1651b740c19,13672.188923124288,GBP,8a95cad9-cbc8-402d-92ad-1f3c976e9187,7c568cee-fc24-4d29-b358-16fbf4fb91f8,TRANSFER,2021-09-04 23:00:59
563c8675-f5b7-4a29-8018-4953df884eda,2498.373004190166,GBP,779cd475-3d74-4a23-bedf-3700657af00f,18f0e0be-6f1b-4af3-a5ea-fabaac3724e4,TRANSFER,2020-01-05 08:58:20
594df53e-8894-479f-81b7-e06969f335b7,5230.547422920208,GBP,507ae5d8-56fc-4e1c-8ab3-2e68f817bb7b,cd0b00fa-bb10-4dc5-8db6-5192a88353e5,TRANSFER,2019-12-08 03:24:37
6842c456-3ac2-42e4-bec1-11dde3efbbf4,947.0755258872686,GBP,6900aaba-5635-4747-afd9-714f5b2c521d,ad33e008-d2fa-47c6-9c82-0f80e495634c,TRANSFER,2021-08-02 07:30:19
02920a6d-9da2-458c-a97e-4b13d70f053e,2773.1523191410197,GBP,7b5d1e40-7440-4e06-b5ca-d778cd1e8408,89e7de8f-b3d5-45e8-8590-8818658562d2,TRANSFER,2017-10-28 17:17:34
0a7d1c88-aee5-45b8-8931-7ade6f91a12f,8855.513008928338,GBP,7965c647-0997-4c4f-a61f-c2c75e1e78aa,99ab622e-a52f-458d-8e55-90c582df2996,TRANSFER,2021-12-22 17:54:26
f0e74e04-92dc-4da1-995d-7904e0fa98ea,33847.95077399997,GBP,4ba25847-9f04-44d1-99ed-a6c506d7e64f,26921fd1-4095-4a1d-9cf0-62a0749ac8d2,TRANSFER,2018-09-05 09:15:34
2f0ed60f-e9e3-4dca-b591-7561c960cbf0,303.3288195438191,GBP,4ce434b9-525c-42a9-a441-9ac882ef9e74,08d7d505-8f34-4f57-84a6-ee1d6e678bce,TRANSFER,2013-01-05 10:43:37
4ee5b0c1-f443-4bf6-891b-1a150dc98556,194.2303488312178,GBP,1bdd38e0-1ab8-49a5-b42d-360201a05ffc,7a28a2be-b72a-452f-a50d-735dc06cfde9,TRANSFER,2008-03-16 17:38:03
7e643390-f3b1-4d48-a37a-0d2c874cd078,12403.694246991234,GBP,7c568cee-fc24-4d29-b358-16fbf4fb91f8,3d847695-2d04-461d-a7f6-dac153ff5cc2,TRANSFER,2020-04-05 00:58:28
61884aa4-2f95-42bf-971d-4a0f369e3216,12863.429219161773,GBP,3d847695-2d04-461d-a7f6-dac153ff5cc2,9fa672a0-e46c-4ba2-bdab-23a872a2d287,TRANSFER,2019-12-02 01:01:38
f20309d0-11fe-447e-8c10-7140d96f9164,212.8272377603487,GBP,cd0b00fa-bb10-4dc5-8db6-5192a88353e5,823675af-4e28-413c-9b02-a57a834797f1,TRANSFER,2019-01-08 09:25:59
1ef10ca2-b482-4b8e-9c5e-857d47c9f231,438.1555913743256,GBP,0651c053-69c5-4c89-a959-04004b1af6ef,7c568cee-fc24-4d29-b358-16fbf4fb91f8,TRANSFER,2017-12-01 00:10:20
202e5d63-eb97-406f-8240-78fec5158287,607.345970685494,GBP,a161eac4-736d-4950-bdc4-0ead2e6c8638,4ba25847-9f04-44d1-99ed-a6c506d7e64f,TRANSFER,2021-02-28 20:08:47
2851eb3a-604c-4e36-b0a8-37feb8c8d7cd,6583.20476274057,GBP,4b944683-e879-4407-8e17-50d683344334,c9145959-f8e5-4b79-bf23-7a998f62dcef,TRANSFER,2019-04-15 17:36:53
856857a1-60c1-4b50-afc2-831f96063899,859.3881774882454,GBP,a161eac4-736d-4950-bdc4-0ead2e6c8638,c2bb6ecc-0733-483f-b453-02a3490239a8,TRANSFER,2021-02-11 02:28:19
6426c640-6d6e-44d7-b6b9-ee233bed4fb6,609.2541173695206,GBP,7965c647-0997-4c4f-a61f-c2c75e1e78aa,779cd475-3d74-4a23-bedf-3700657af00f,TRANSFER,2022-01-29 05:29:46
76f888d8-652a-4b53-b39f-e27f4f81ceb0,10053.414130828429,GBP,29d31fc1-39b4-4af0-a6e6-8dcf0e3ac665,1b372b0d-2cc1-444f-b4b1-d22bf033d555,TRANSFER,2021-08-06 04:53:35
919e6cf3-5946-46ad-857d-ad1be9f5d7a4,133.19239601306376,GBP,c2bb6ecc-0733-483f-b453-02a3490239a8,779cd475-3d74-4a23-bedf-3700657af00f,TRANSFER,2020-10-18 02:40:54
01b7b94a-0c78-4c52-98c0-3705c915c961,22634.573357115536,GBP,005330b4-ca09-4955-b31f-ca28aa46a2d1,6559cda5-f22c-4d98-b29b-77b935ffd2da,TRANSFER,2018-01-15 15:28:00
eeed516c-1db5-4caa-9b26-d602ca7d088f,869.3002158456096,GBP,92dd0560-9fe1-47b4-b8ee-446ea5d1e3e7,216b57e3-d020-43d8-bec9-9e05ea15c968,TRANSFER,2020-01-24 00:50:15
8262c28e-569f-4446-9457-2377f7157876,148.98331311679183,GBP,7a28a2be-b72a-452f-a50d-735dc06cfde9,cd0b00fa-bb10-4dc5-8db6-5192a88353e5,TRANSFER,2010-11-07 08:00:00
8fdd6f6c-49e6-4a02-bb55-30985c56bb98,607.1797034177332,GBP,08cd4147-2877-4401-8679-e7c55440759b,92dd0560-9fe1-47b4-b8ee-446ea5d1e3e7,TRANSFER,2021-10-28 17:27:44
426eb4ac-4a49-45a2-a87f-22c7ebfe09f2,2775.911435308541,GBP,6559cda5-f22c-4d98-b29b-77b935ffd2da,c9145959-f8e5-4b79-bf23-7a998f62dcef,TRANSFER,2020-10-15 08:55:22
dc6ef1c6-3533-44f2-bc59-90dfcbacdc8b,39621.06401467422,GBP,c5205c51-acf5-4faf-a037-0ec1077fdccc,25b093b4-e6aa-40c7-8c03-5991f0843744,TRANSFER,2018-04-04 11:26:55
d353d2f9-e3d4-4149-bcd1-dd903ed0e098,4685.596300757688,GBP,18606333-357d-4946-9b79-b8bfac7276ce,29d31fc1-39b4-4af0-a6e6-8dcf0e3ac665,TRANSFER,2022-01-03 21:19:55
8ea78794-b836-4a8a-b395-451be8acbebd,47407.887182326565,GBP,25b093b4-e6aa-40c7-8c03-5991f0843744,cd0b00fa-bb10-4dc5-8db6-5192a88353e5,TRANSFER,2013-01-06 07:45:32
b43619d0-e984-479d-904a-833ad95ca7e1,24.45278551763581,GBP,7a28a2be-b72a-452f-a50d-735dc06cfde9,cd0b00fa-bb10-4dc5-8db6-5192a88353e5,TRANSFER,2012-07-31 13:33:07
0f2882e9-3f0d-4a87-83a5-e8adc5bcec19,41.09148387399009,GBP,a161eac4-736d-4950-bdc4-0ead2e6c8638,91040440-7ba1-405b-8b1c-fce893ae316b,TRANSFER,2021-04-06 23:15:16
e34f003f-d2e2-452a-bb63-4bc439eda0a8,4721.091856560952,GBP,ff8f4bcd-f192-4935-b702-237a5656073f,25b093b4-e6aa-40c7-8c03-5991f0843744,TRANSFER,2021-06-24 11:16:19
1dedb92b-cfd0-4faa-94d8-e5a3bc73c22a,29255.41998065002,GBP,25b093b4-e6aa-40c7-8c03-5991f0843744,1b372b0d-2cc1-444f-b4b1-d22bf033d555,TRANSFER,2021-12-16 19:34:58
65c067d8-7dc5-41be-9026-2306535fe633,4957.9120385574,GBP,9fa672a0-e46c-4ba2-bdab-23a872a2d287,c5205c51-acf5-4faf-a037-0ec1077fdccc,TRANSFER,2021-11-19 12:57:50
783c803c-2c0c-47ae-8c56-24572ad7e88c,18446.367937017596,GBP,8751ba4a-b53d-4cad-afaa-e6cae0e4a08d,8751ba4a-b53d-4cad-afaa-e6cae0e4a08d,TRANSFER,2016-03-26 13:51:39
89eb7a30-118f-4ef6-9a41-9a11895bf4fa,9809.01827866574,GBP,c5205c51-acf5-4faf-a037-0ec1077fdccc,91040440-7ba1-405b-8b1c-fce893ae316b,TRANSFER,2020-02-27 07:03:58
557908a6-e3b2-4657-9114-8db86422ca20,77.54275755828095,GBP,c5205c51-acf5-4faf-a037-0ec1077fdccc,ff8f4bcd-f192-4935-b702-237a5656073f,TRANSFER,2020-07-02 16:49:42
759e9f13-8e2a-468c-a960-746658a0c043,247.96979729718288,GBP,507ae5d8-56fc-4e1c-8ab3-2e68f817bb7b,6a4e60b8-76f5-4676-bb21-e942b3b72779,TRANSFER,2021-10-30 21:53:56
4026b065-efa7-40f5-891b-1621f9d01813,118.00318962891926,GBP,53736452-7cbb-45b2-938a-c8816a9ea10c,9a04bd68-3679-4225-8d37-9b8ca7712fd5,TRANSFER,2020-11-26 13:06:48
1f676383-6d28-49f9-a04e-4d45edf8b520,132.7828597108781,GBP,7965c647-0997-4c4f-a61f-c2c75e1e78aa,1bdd38e0-1ab8-49a5-b42d-360201a05ffc,TRANSFER,2021-12-07 09:42:30
2dd06bf3-1bd7-4835-8b70-121a12b7d9f2,2298.238520305634,GBP,9ad13c27-52ad-4932-b96d-1f714620cc25,9fa672a0-e46c-4ba2-bdab-23a872a2d287,TRANSFER,2020-11-01 13:55:27
9b600144-f2ea-46ff-a16a-2e8b13e7e509,176.01552599771682,GBP,1bdd38e0-1ab8-49a5-b42d-360201a05ffc,3d847695-2d04-461d-a7f6-dac153ff5cc2,TRANSFER,2013-03-31 02:57:39
a77b9c75-ba57-48a0-b517-4c1b7ebe305d,1.2147944444560566,GBP,0651c053-69c5-4c89-a959-04004b1af6ef,5e8eaf91-5145-40ab-8046-8dbf9ce444a8,TRANSFER,2020-09-27 03:26:55
93e51a66-8298-4754-9db1-8782420d3cc2,1742.1427732600976,GBP,be1049b6-c04d-4f36-bf65-2e05b0196562,ad33e008-d2fa-47c6-9c82-0f80e495634c,TRANSFER,2021-11-09 02:33:15
40b6c82b-3e5b-4d40-9891-319d71d05dc1,5865.456672650418,GBP,4ba25847-9f04-44d1-99ed-a6c506d7e64f,ad33e008-d2fa-47c6-9c82-0f80e495634c,TRANSFER,2018-09-24 03:44:57
7754a7cc-01cf-4202-8a29-02f90acfc55e,5766.877777248998,GBP,18606333-357d-4946-9b79-b8bfac7276ce,afa1b456-be07-4777-9378-d2b88cd49350,TRANSFER,2021-12-14 20:57:39
c3f4386a-3c10-46eb-a7a6-31cc39c8baa6,8673.136946073762,GBP,ab69ea89-888a-49c5-bc29-2152bf640139,70552c01-f8d6-4396-81fe-f06435aeddf2,TRANSFER,2021-08-26 04:29:28
bbd5ec87-5211-47d2-83f6-7105dfa2193f,904.453922792614,GBP,89e7de8f-b3d5-45e8-8590-8818658562d2,dac9e7e0-c10b-4059-9127-3abd5f497eb8,TRANSFER,2014-01-10 18:40:40
73252b60-e6f8-4b1f-b2b0-6477178b7369,14.629654802948522,GBP,7a28a2be-b72a-452f-a50d-735dc06cfde9,c9145959-f8e5-4b79-bf23-7a998f62dcef,TRANSFER,2021-10-06 08:35:04
8b7b0a15-12a6-4623-9036-ef487998f9ae,50194.73182805087,GBP,99ab622e-a52f-458d-8e55-90c582df2996,1ba5fa0d-96d9-4a23-81db-edf557e80935,TRANSFER,2022-01-23 14:32:58
00f8a99e-50bf-4866-a0ec-51437dee9ac9,82.83321424717411,GBP,7b5d1e40-7440-4e06-b5ca-d778cd1e8408,da4e85c2-0328-4a2d-ac31-3664c9e39d20,TRANSFER,2017-12-20 21:58:05
a1f1ace4-5f99-4e71-92dc-9345c30b9689,987.7975073159693,GBP,ff8f4bcd-f192-4935-b702-237a5656073f,9fa672a0-e46c-4ba2-bdab-23a872a2d287,TRANSFER,2021-09-03 07:26:31
d422376d-0edf-4ed7-97d2-e5e2febf7aba,3541.5329124960836,GBP,91040440-7ba1-405b-8b1c-fce893ae316b,18606333-357d-4946-9b79-b8bfac7276ce,TRANSFER,2022-02-13 02:03:06
439a912a-e6e4-495d-93de-5399b72707c8,2475.126662171181,GBP,18606333-357d-4946-9b79-b8bfac7276ce,c9145959-f8e5-4b79-bf23-7a998f62dcef,TRANSFER,2021-12-08 01:50:27
75b73d30-471e-4016-b1db-78cb2eff5576,1113.7194317609508,GBP,dac9e7e0-c10b-4059-9127-3abd5f497eb8,4ce434b9-525c-42a9-a441-9ac882ef9e74,TRANSFER,2016-11-17 09:56:20
11376cdc-49c5-4631-a0ff-7d86d588e36f,261.64752326905506,GBP,ff8f4bcd-f192-4935-b702-237a5656073f,afef98ad-6a7d-4fb5-a698-bdde7543a8e4,TRANSFER,2020-09-26 07:33:41
9994798f-9466-43f7-816a-54f9c99938a5,399.28156840471,GBP,be1049b6-c04d-4f36-bf65-2e05b0196562,0d46c225-f524-476e-a7a6-2b06861d0546,TRANSFER,2021-10-10 06:24:45
30ed95b6-f45e-4bb0-bb9f-ff1bcce2fe2f,7782.929874783226,GBP,313469fe-294b-4672-80ba-a1f220c2a4f0,9a04bd68-3679-4225-8d37-9b8ca7712fd5,TRANSFER,2018-05-24 09:20:49
a82caded-ba85-4ed9-ae1d-9b4e40053f0a,2115.02201028178,GBP,4b944683-e879-4407-8e17-50d683344334,d96f5712-a241-4735-9713-4fafaed5b6e2,TRANSFER,2022-02-09 05:24:31
bd8ea76a-a29f-45b8-999a-04eca6245317,82.7294239088027,GBP,53736452-7cbb-45b2-938a-c8816a9ea10c,ad4de06e-93f0-4a65-9c15-845f9a5976a9,TRANSFER,2021-02-23 07:58:01
610302a7-f155-49e6-94c3-8dd88512eb6e,45327.95256424921,GBP,b1753333-f3fb-4802-ba81-e58f5714f017,216b57e3-d020-43d8-bec9-9e05ea15c968,TRANSFER,2020-09-11 05:19:30
75a8e57b-4010-4270-bfa2-a9c102da6fa7,4164.314743751308,GBP,514449e3-c84c-4d3a-863d-4d85c63597b1,9fa672a0-e46c-4ba2-bdab-23a872a2d287,TRANSFER,2018-11-01 10:21:44
469e8fc8-7259-4ce8-ad66-c3d9e27bf8d5,13341.158465365437,GBP,4b944683-e879-4407-8e17-50d683344334,375ed746-bd8a-4876-b5ad-6cc0541d2276,TRANSFER,2020-07-14 01:41:33
36a57b68-3b1b-4403-bd80-8e7366bf8fde,13407.73692766379,GBP,8751ba4a-b53d-4cad-afaa-e6cae0e4a08d,5e8eaf91-5145-40ab-8046-8dbf9ce444a8,TRANSFER,2021-08-09 05:45:59
de137fe3-152d-450f-8d4e-2436e4aff03c,1110.073952974569,GBP,4ce434b9-525c-42a9-a441-9ac882ef9e74,ad4de06e-93f0-4a65-9c15-845f9a5976a9,TRANSFER,2016-05-26 14:38:12
84e5c01b-b75e-42b9-80b4-56fb685aa088,4188.634229038917,GBP,ab69ea89-888a-49c5-bc29-2152bf640139,9f0da921-37e9-4db9-a994-2315feba1289,TRANSFER,2021-08-28 17:35:41
9bad6feb-d50d-4952-a448-a45b00fe1d03,144.7077071702385,GBP,0d46c225-f524-476e-a7a6-2b06861d0546,b1753333-f3fb-4802-ba81-e58f5714f017,TRANSFER,2017-05-23 07:54:21
869a8cd4-456d-4586-9fba-5d26dfe4aea5,212.7897164882456,GBP,08d7d505-8f34-4f57-84a6-ee1d6e678bce,b3463f95-fb33-43ca-bc99-a970c9628e49,TRANSFER,2019-03-25 20:30:12
f000d1cd-4d17-4fb9-9154-0ddd027aaafe,826.4680390838025,GBP,89e7de8f-b3d5-45e8-8590-8818658562d2,fa52642c-98b7-4f37-896b-05e2b2c4a4e3,TRANSFER,2017-08-22 06:58:25
84f3136e-0067-425e-9623-41a66a20b229,1611.6476187112999,GBP,779cd475-3d74-4a23-bedf-3700657af00f,c23c06de-5675-4347-b88c-b2e056f29fe5,TRANSFER,2020-09-20 13:47:42
a23f4668-47c3-4115-ae95-26d3eaa5ad06,1988.2175806102216,GBP,fafbc341-aadf-4e90-aa28-c29de38a94cf,0651c053-69c5-4c89-a959-04004b1af6ef,TRANSFER,2022-02-11 17:07:47
3748faeb-7ff8-4126-8061-8b5ced8d59be,1405.6249487962468,GBP,0651c053-69c5-4c89-a959-04004b1af6ef,89f33950-6b0e-4310-a751-d169ff12415e,TRANSFER,2018-06-29 17:36:49
cc7635c2-a313-4a58-819b-b2fe2e5f6ee1,10685.91067260553,GBP,ad33e008-d2fa-47c6-9c82-0f80e495634c,577a6f0c-0fbe-48be-9c71-a7dd7a264ba2,TRANSFER,2021-11-23 21:34:00
5b167292-50e9-4919-889f-bffc7e1d184d,11.64340169356303,GBP,be1049b6-c04d-4f36-bf65-2e05b0196562,8bd51c9f-ad2d-439e-bda6-217b3e486d97,TRANSFER,2022-02-02 15:32:45
1983c90f-99b1-422c-a8b3-36e51405d0dc,32.70732919177263,GBP,d7a1b0c5-5c2b-4ba8-984f-ad391ada3e88,99ab622e-a52f-458d-8e55-90c582df2996,TRANSFER,2021-07-17 16:30:55
ca77be17-906d-4462-ab63-d469242eccdd,3794.6558342761714,GBP,c4c6dcd1-dd90-4396-8528-5abc3985b5eb,5e8eaf91-5145-40ab-8046-8dbf9ce444a8,TRANSFER,2021-02-26 21:51:50
73ad0363-d2f4-4b7b-a096-ae887d104e57,11.123333346570988,GBP,c067dbcd-7bd4-416d-bfb9-f8dbaef87260,afef98ad-6a7d-4fb5-a698-bdde7543a8e4,TRANSFER,2015-03-10 23:00:52
70658019-577b-4c71-a4df-e4b6747444aa,173.0292484999836,GBP,0d46c225-f524-476e-a7a6-2b06861d0546,8bd51c9f-ad2d-439e-bda6-217b3e486d97,TRANSFER,2018-11-04 15:05:12
507a3943-b38b-450b-b0d0-d8f5412e2aa5,1776.0653387172074,GBP,dac9e7e0-c10b-4059-9127-3abd5f497eb8,5e8eaf91-5145-40ab-8046-8dbf9ce444a8,TRANSFER,2021-02-04 00:24:11
d162821e-c969-455d-ad4d-d6fb41bfee7e,96.99815694325282,GBP,8bd51c9f-ad2d-439e-bda6-217b3e486d97,6beee9d7-1029-4f8b-bf5c-456bc2414ebc,TRANSFER,2020-08-21 03:49:49
32b2332e-8d4e-48ee-958b-cb75659d6d12,4.968295193757641,GBP,53736452-7cbb-45b2-938a-c8816a9ea10c,70552c01-f8d6-4396-81fe-f06435aeddf2,TRANSFER,2022-01-14 18:59:20
a4776377-391e-4ef4-bbbb-fe8213a8e13e,1306.0407741648764,GBP,c23c06de-5675-4347-b88c-b2e056f29fe5,70552c01-f8d6-4396-81fe-f06435aeddf2,TRANSFER,2019-07-30 12:33:21
12f5a4a9-5ad9-413a-b79b-fa48520eabc2,62.795685210749205,GBP,fafbc341-aadf-4e90-aa28-c29de38a94cf,577a6f0c-0fbe-48be-9c71-a7dd7a264ba2,TRANSFER,2022-02-09 11:50:14
0ce13218-06ea-408d-973f-5654dce6f274,19095.42993537388,GBP,216b57e3-d020-43d8-bec9-9e05ea15c968,3d847695-2d04-461d-a7f6-dac153ff5cc2,TRANSFER,2020-10-17 15:43:57
91fcd064-4c25-41e1-bf07-c526d6f2e92e,1169.9793301238408,GBP,92dd0560-9fe1-47b4-b8ee-446ea5d1e3e7,25b16ed6-248c-42d2-8911-2d8f6bc05717,TRANSFER,2019-12-30 19:43:56
70f33b82-a4e0-4b87-b2c1-2f43fe0a5c9a,88.44186339306677,GBP,0651c053-69c5-4c89-a959-04004b1af6ef,779cd475-3d74-4a23-bedf-3700657af00f,TRANSFER,2020-04-15 14:32:18
5fed342d-699b-46a3-9c0a-7b465a05b174,8638.46700423043,GBP,6559cda5-f22c-4d98-b29b-77b935ffd2da,7965c647-0997-4c4f-a61f-c2c75e1e78aa,TRANSFER,2021-12-18 14:36:09
82a61db9-0dad-459a-b0dd-140c068674c8,7084.964771049178,GBP,577a6f0c-0fbe-48be-9c71-a7dd7a264ba2,1ba5fa0d-96d9-4a23-81db-edf557e80935,TRANSFER,2021-06-28 18:03:36
1961b388-b783-4a0b-98e0-8ee96828dc7e,912.7342406554212,GBP,d96f5712-a241-4735-9713-4fafaed5b6e2,44943fd7-30ae-48df-8cc9-e0851c3b85a0,TRANSFER,2021-06-26 17:52:51
f6049e3c-41b7-4075-8380-c7204af4c82d,761.595417658845,GBP,779cd475-3d74-4a23-bedf-3700657af00f,da4e85c2-0328-4a2d-ac31-3664c9e39d20,TRANSFER,2020-02-05 10:01:04
ad2a4e9f-2cf4-4a1a-9d2b-db087b1ac174,17308.058391512546,GBP,26921fd1-4095-4a1d-9cf0-62a0749ac8d2,d96f5712-a241-4735-9713-4fafaed5b6e2,TRANSFER,2021-10-31 23:33:58
9982c559-7dbd-4fc5-bff5-ba1eddc83755,2109.0093661606893,GBP,6900aaba-5635-4747-afd9-714f5b2c521d,aabb69b4-f3be-46a8-a38d-1d52316f5252,TRANSFER,2021-04-26 15:20:09
94de10d7-de7b-4cd3-b1d7-7e296a4a95db,913.7530692560445,GBP,5fe0eb69-d617-4787-ae3e-87311a42df49,c9145959-f8e5-4b79-bf23-7a998f62dcef,TRANSFER,2020-07-12 13:36:28
53e6c896-a0e5-48a0-af76-d5892a12a9da,974.8686971609044,GBP,fafbc341-aadf-4e90-aa28-c29de38a94cf,cd0b00fa-bb10-4dc5-8db6-5192a88353e5,TRANSFER,2022-02-07 07:07:45
217d32f1-12ee-4f89-8a3c-279704145c9b,3331.386344647017,GBP,9a04bd68-3679-4225-8d37-9b8ca7712fd5,70552c01-f8d6-4396-81fe-f06435aeddf2,TRANSFER,2018-08-03 10:17:42
